index,item_identifier,item_weight,item_type,item_fat_content,item_mrp,item_visibility,outlet_identifier,outlet_establishment_year,outlet_size_str,outlet_size_num,outlet_location_type,outlet_type,item_outlet_sales,outlet_item_revenue
758,FDC04,12.6,Dairy,Low Fat,241.8854,0.044767801,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4592.0226,1110743.22
759,FDN15,17.5,Meat,Low Fat,141.718,0.028009382,OUT010,1998,medium,2,Tier 3,Grocery Store,419.454,59444.18
760,FDC46,17.7,Snack Foods,Low Fat,182.8266,0.1164455,OUT013,1987,high,3,Tier 3,Supermarket Type1,5163.9448,944106.47
761,FDV56,16.1,Fruits and Vegetables,Regular,107.7596,0.013584408,OUT013,1987,high,3,Tier 3,Supermarket Type1,323.5788,34868.72
762,FDK43,9.8,Meat,Low Fat,128.402,0.026950104,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1265.02,162431.1
763,NCR29,7.565,Health and Hygiene,Low Fat,54.793,0.054751689,OUT045,2002,medium,2,Tier 2,Supermarket Type1,622.523,34109.9
764,FDY03,17.6,Meat,Regular,111.7202,0.076121831,OUT046,1997,small,1,Tier 1,Supermarket Type1,1125.202,125707.79
765,FDU44,12.15,Fruits and Vegetables,Regular,164.1552,0.058516562,OUT049,1999,medium,2,Tier 1,Supermarket Type1,5198.5664,853371.71
766,FDZ04,9.31,Frozen Foods,Low Fat,61.651,0.037923509,OUT013,1987,high,3,Tier 3,Supermarket Type1,379.506,23396.92
767,FDU16,19.25,Frozen Foods,Regular,82.1908,0.058365706,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2432.8332,199956.51
768,FDV07,9.5,Fruits and Vegetables,Low Fat,110.7228,0.031346387,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1657.842,183560.91
769,NCL19,15.35,Others,Low Fat,143.947,0.015663185,OUT013,1987,high,3,Tier 3,Supermarket Type1,3006.087,432717.21
770,FDW01,12.6,Canned,Low Fat,153.4682,0.063750302,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2287.023,350985.3
771,FDC10,12.6,Snack Foods,Regular,120.3098,0.07252476,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1687.1372,202979.14
772,DRC12,17.85,Soft Drinks,Low Fat,189.1188,0.038040837,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3237.1196,612200.17
773,DRK39,7.02,Dairy,Low Fat,82.225,0.049823902,OUT013,1987,high,3,Tier 3,Supermarket Type1,2746.425,225824.8
774,FDG24,12.6,Baking Goods,Low Fat,81.425,0.014560297,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1331.6,108425.53
775,FDO04,12.6,Frozen Foods,Low Fat,53.2614,0.026408698,OUT027,1985,medium,2,Tier 3,Supermarket Type3,607.8754,32376.29
776,DRB25,12.3,Soft Drinks,Low Fat,106.3938,0.069446588,OUT035,2004,small,1,Tier 2,Supermarket Type1,857.5504,91238.05
777,FDK26,5.46,Canned,Regular,184.824,0.03217132,OUT035,2004,small,1,Tier 2,Supermarket Type1,4287.752,792479.48
778,FDM52,15.1,Frozen Foods,Low Fat,147.2076,0.026046138,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1773.6912,261100.82
779,FDY07,11.8,Fruits and Vegetables,Low Fat,46.8402,0.121848436,OUT045,2002,medium,2,Tier 2,Supermarket Type1,597.2226,27974.03
780,NCO06,19.25,Household,Low Fat,33.4558,0.108470504,OUT018,2009,medium,2,Tier 3,Supermarket Type2,441.4254,14768.24
781,FDO10,13.65,Snack Foods,Regular,55.8588,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1431.47,79960.2
782,FDK34,13.35,Snack Foods,Low Fat,240.2564,0.038494623,OUT013,1987,high,3,Tier 3,Supermarket Type1,2860.2768,687199.81
783,FDS33,12.6,Snack Foods,Regular,86.9514,0.122830885,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3364.9532,292587.39
784,FDO45,13.15,Snack Foods,Regular,88.6856,0.038029746,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1757.712,155883.74
785,FDF08,14.3,Fruits and Vegetables,Regular,89.8856,0.065207559,OUT046,1997,small,1,Tier 1,Supermarket Type1,966.7416,86896.15
786,FDH58,12.3,Snack Foods,Low Fat,115.1834,0.037014587,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1958.1178,225542.67
787,FDS03,7.825,Meat,Low Fat,63.2826,0.133281968,OUT010,1998,medium,2,Tier 3,Grocery Store,129.1652,8173.91
788,DRF03,19.1,Dairy,Low Fat,38.8138,0.045299563,OUT035,2004,small,1,Tier 2,Supermarket Type1,365.5242,14187.38
789,FDE02,8.71,Canned,Low Fat,93.7778,0.121149472,OUT013,1987,high,3,Tier 3,Supermarket Type1,1783.6782,167269.42
790,NCZ06,19.6,Household,Low Fat,252.2698,0.094083303,OUT013,1987,high,3,Tier 3,Supermarket Type1,2790.3678,703925.53
791,FDW49,19.5,Canned,Low Fat,179.3002,0.0,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2328.3026,417465.12
792,FDR23,15.85,Breads,Low Fat,174.737,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2822.992,493281.15
793,NCJ29,12.6,Health and Hygiene,Low Fat,85.1224,0.035022503,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2045.3376,174104.05
794,FDY35,17.6,Breads,Regular,47.2402,0.016060186,OUT045,2002,medium,2,Tier 2,Supermarket Type1,505.3422,23872.47
795,FDZ01,12.6,Canned,Regular,102.699,0.009014978,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3095.97,317953.02
796,FDX19,19.1,Fruits and Vegetables,Low Fat,233.1958,0.096733815,OUT046,1997,small,1,Tier 1,Supermarket Type1,5141.3076,1198931.34
797,FDG44,6.13,Fruits and Vegetables,Low Fat,54.0298,0.102607233,OUT018,2009,medium,2,Tier 3,Supermarket Type2,808.947,43707.24
798,FDQ23,6.55,Breads,Low Fat,100.6332,0.024521191,OUT035,2004,small,1,Tier 2,Supermarket Type1,2665.8632,268274.34
799,FDY22,16.5,Snack Foods,Regular,143.8128,0.160624116,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2588.6304,372278.19
800,NCN41,17.0,Health and Hygiene,Low Fat,125.073,0.052165855,OUT013,1987,high,3,Tier 3,Supermarket Type1,1108.557,138650.55
801,FDA47,10.5,Baking Goods,Regular,162.421,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1304.968,211954.21
802,NCD19,8.93,Household,Low Fat,55.4614,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,331.5684,18389.25
803,FDO36,12.6,Baking Goods,Low Fat,180.866,0.07753654,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3235.788,585244.03
804,FDH20,16.1,Fruits and Vegetables,Regular,95.141,0.024928351,OUT013,1987,high,3,Tier 3,Supermarket Type1,3089.312,293920.23
805,FDN12,12.6,Baking Goods,Low Fat,113.1544,0.08071118,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3355.632,379704.53
806,NCJ30,5.82,Household,Low Fat,171.379,0.080968973,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2037.348,349158.66
807,FDB09,16.25,Fruits and Vegetables,Low Fat,126.2046,0.057485328,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1867.569,235695.8
808,FDA09,13.35,Snack Foods,Regular,180.266,0.149669322,OUT045,2002,medium,2,Tier 2,Supermarket Type1,898.83,162028.49
809,FDL24,12.6,Baking Goods,Regular,172.3422,0.024776026,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7759.899,1337358.07
810,FDP03,5.15,Meat,Regular,125.6388,0.061165512,OUT035,2004,small,1,Tier 2,Supermarket Type1,2848.2924,357856.04
811,FDR58,12.6,Snack Foods,Low Fat,94.5462,0.041718456,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2868.9322,271246.64
812,FDO13,7.865,Breakfast,Low Fat,166.0526,0.06100886,OUT013,1987,high,3,Tier 3,Supermarket Type1,3617.9572,600771.2
813,DRD49,9.895,Soft Drinks,Low Fat,239.4564,0.167799329,OUT035,2004,small,1,Tier 2,Supermarket Type1,5243.8408,1255671.24
814,NCF42,17.35,Household,Low Fat,176.0712,0.167351411,OUT035,2004,small,1,Tier 2,Supermarket Type1,2109.2544,371378.95
815,DRK35,8.365,Hard Drinks,Low Fat,36.1506,0.071832909,OUT035,2004,small,1,Tier 2,Supermarket Type1,721.0614,26066.8
816,FDR58,6.675,Snack Foods,Low Fat,92.1462,0.041886576,OUT013,1987,high,3,Tier 3,Supermarket Type1,1203.1006,110861.15
817,FDQ15,12.6,Meat,Regular,83.1276,0.150341867,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1868.2348,155301.88
818,NCP50,17.35,Others,Low Fat,80.5618,0.020542737,OUT013,1987,high,3,Tier 3,Supermarket Type1,322.2472,25960.81
819,FDV45,16.75,Snack Foods,Low Fat,186.4556,0.045047439,OUT046,1997,small,1,Tier 1,Supermarket Type1,3942.8676,735169.74
820,DRP35,18.85,Hard Drinks,Low Fat,129.6336,0.091008572,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3195.84,414288.24
821,FDN23,6.575,Breads,Regular,143.5444,0.07549348,OUT035,2004,small,1,Tier 2,Supermarket Type1,3338.3212,479197.31
822,FDS44,12.65,Fruits and Vegetables,Regular,238.9538,0.156286566,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4086.0146,976368.72
823,NCI54,15.2,Household,Low Fat,110.9912,0.033735909,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1856.2504,206027.46
824,FDH40,12.6,Frozen Foods,Regular,79.3276,0.078547351,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1380.8692,109541.04
825,FDF46,7.07,Snack Foods,Low Fat,113.3834,0.093653464,OUT035,2004,small,1,Tier 2,Supermarket Type1,1267.0174,143658.74
826,FDA21,13.65,Snack Foods,Low Fat,184.4924,0.036107198,OUT018,2009,medium,2,Tier 3,Supermarket Type2,5182.5872,956147.95
827,FDI41,12.6,Frozen Foods,Regular,145.2418,0.109003832,OUT019,1985,small,1,Tier 1,Grocery Store,147.1418,21371.14
828,FDE35,7.06,Starchy Foods,Regular,58.8904,0.073480266,OUT010,1998,medium,2,Tier 3,Grocery Store,58.5904,3450.41
829,DRJ24,11.8,Soft Drinks,Low Fat,186.3924,0.113234914,OUT013,1987,high,3,Tier 3,Supermarket Type1,5367.6796,1000494.68
830,NCK17,12.6,Health and Hygiene,Low Fat,41.548,0.037711338,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1358.232,56431.82
831,FDA15,9.3,Dairy,Low Fat,250.2092,0.016054884,OUT045,2002,medium,2,Tier 2,Supermarket Type1,5976.2208,1495305.43
832,FDD36,12.6,Baking Goods,Low Fat,117.6124,0.021170542,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2251.7356,264832.03
833,DRD60,12.6,Soft Drinks,Low Fat,181.1634,0.065188619,OUT019,1985,small,1,Tier 1,Grocery Store,181.7634,32928.88
834,FDA46,13.6,Snack Foods,Low Fat,195.4136,0.117537563,OUT013,1987,high,3,Tier 3,Supermarket Type1,5443.5808,1063749.72
835,NCO54,19.5,Household,Low Fat,57.2614,0.01430324,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1547.3192,88601.66
836,FDL48,19.35,Baking Goods,Regular,47.1034,0.137697119,OUT010,1998,medium,2,Tier 3,Grocery Store,145.8102,6868.16
837,NCM19,12.6,Others,Low Fat,112.0202,0.047008497,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5063.409,567204.09
838,FDS31,13.1,Fruits and Vegetables,Regular,178.9318,0.0,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3067.3406,548844.77
839,FDV12,16.7,Baking Goods,Regular,97.6384,0.060863167,OUT035,2004,small,1,Tier 2,Supermarket Type1,2857.6136,279012.82
840,FDQ31,5.785,Fruits and Vegetables,Regular,87.1856,0.0,OUT035,2004,small,1,Tier 2,Supermarket Type1,1406.1696,122597.74
841,FDK55,12.6,Meat,Low Fat,89.4172,0.045105407,OUT019,1985,small,1,Tier 1,Grocery Store,178.4344,15955.1
842,DRG15,6.13,Dairy,Low Fat,59.3536,0.076855207,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1470.0864,87254.92
843,NCR17,9.8,Health and Hygiene,Low Fat,116.2492,0.024482644,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2896.23,336684.42
844,FDV01,12.6,Canned,Regular,154.6314,0.0,OUT027,1985,medium,2,Tier 3,Supermarket Type3,6515.5188,1007503.79
845,FDT21,7.42,Snack Foods,Low Fat,248.4092,0.020474913,OUT018,2009,medium,2,Tier 3,Supermarket Type2,996.0368,247424.7
846,FDT10,16.7,Snack Foods,Regular,57.4562,0.062044506,OUT046,1997,small,1,Tier 1,Supermarket Type1,948.0992,54474.18
847,FDL56,12.6,Fruits and Vegetables,Low Fat,85.6198,0.220225608,OUT019,1985,small,1,Tier 1,Grocery Store,87.2198,7467.74
848,FDS49,9.0,Canned,Low Fat,80.1644,0.079794329,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1178.466,94471.02
849,FDT32,12.6,Fruits and Vegetables,Regular,188.4214,0.114916546,OUT019,1985,small,1,Tier 1,Grocery Store,565.2642,106507.87
850,NCX42,6.36,Household,Low Fat,164.5526,0.00597362,OUT013,1987,high,3,Tier 3,Supermarket Type1,2137.8838,351794.34
851,FDX26,17.7,Dairy,Low Fat,184.1292,0.146973462,OUT010,1998,medium,2,Tier 3,Grocery Store,547.2876,100771.63
852,FDN02,16.5,Canned,Low Fat,208.5638,0.07376631,OUT013,1987,high,3,Tier 3,Supermarket Type1,2691.8294,561418.17
853,FDJ40,12.6,Frozen Foods,Regular,108.6912,0.049349121,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3057.3536,332307.43
854,FDU13,12.6,Canned,Low Fat,146.0418,0.328390948,OUT019,1985,small,1,Tier 1,Grocery Store,588.5672,85955.41
855,DRE27,11.85,Dairy,Low Fat,96.4726,0.13267058,OUT046,1997,small,1,Tier 1,Supermarket Type1,978.726,94420.24
856,FDS27,10.195,Meat,Regular,197.511,0.012455787,OUT035,2004,small,1,Tier 2,Supermarket Type1,2356.932,465520.0
857,FDU44,12.6,Fruits and Vegetables,Regular,162.1552,0.058142797,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3086.6488,500516.15
858,DRM59,12.6,Hard Drinks,Low Fat,153.2998,0.006289291,OUT019,1985,small,1,Tier 1,Grocery Store,461.3994,70732.44
859,FDT08,13.65,Fruits and Vegetables,Low Fat,150.505,0.04929502,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2696.49,405835.23
860,FDL46,20.35,Snack Foods,Low Fat,117.9466,0.054362695,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1649.8524,194594.48
861,NCV30,20.2,Household,Low Fat,62.051,0.110356797,OUT010,1998,medium,2,Tier 3,Grocery Store,126.502,7849.58
862,FDP51,13.85,Meat,Regular,119.6124,0.085274988,OUT046,1997,small,1,Tier 1,Supermarket Type1,2014.7108,240984.39
863,FDA51,8.05,Dairy,Regular,112.2518,0.164542555,OUT013,1987,high,3,Tier 3,Supermarket Type1,1707.777,191701.04
864,FDM46,7.365,Snack Foods,Low Fat,94.712,0.160292264,OUT045,2002,medium,2,Tier 2,Supermarket Type1,932.12,88282.95
865,FDK02,12.5,Canned,Low Fat,118.344,0.112859454,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2157.192,255290.73
866,FDJ57,7.42,Seafood,Regular,184.8582,0.021569566,OUT035,2004,small,1,Tier 2,Supermarket Type1,4643.955,858473.16
867,FDJ45,12.6,Seafood,Low Fat,33.7216,0.073055148,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1280.9992,43197.34
868,NCB31,6.235,Household,Low Fat,261.991,0.119345629,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2366.919,620111.48
869,FDJ03,12.35,Dairy,Regular,49.1692,0.072334667,OUT013,1987,high,3,Tier 3,Supermarket Type1,886.8456,43605.49
870,FDT50,6.75,Dairy,Regular,95.6752,0.108148913,OUT013,1987,high,3,Tier 3,Supermarket Type1,958.752,91728.79
871,NCY41,16.75,Health and Hygiene,Low Fat,36.8532,0.07585337,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1150.5024,42399.7
872,FDJ60,19.35,Baking Goods,Regular,163.3184,0.062655235,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2641.8944,431469.97
873,FDZ35,9.6,Breads,Regular,102.499,0.022278477,OUT046,1997,small,1,Tier 1,Supermarket Type1,1547.985,158666.91
874,FDS21,19.85,Snack Foods,Regular,62.0194,0.020961192,OUT018,2009,medium,2,Tier 3,Supermarket Type2,619.194,38402.04
875,FDM52,15.1,Frozen Foods,Low Fat,147.4076,0.025993423,OUT046,1997,small,1,Tier 1,Supermarket Type1,2808.3444,413971.31
876,FDQ08,12.6,Fruits and Vegetables,Regular,62.9536,0.018838681,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2266.3832,142676.98
877,FDQ56,6.59,Fruits and Vegetables,Low Fat,85.6908,0.105577348,OUT035,2004,small,1,Tier 2,Supermarket Type1,1929.4884,165339.4
878,FDS47,16.75,Breads,Low Fat,89.4856,0.129086113,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1054.6272,94373.95
879,DRM48,15.2,Soft Drinks,Low Fat,38.6848,0.113125627,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1155.8288,44713.01
880,FDW46,13.0,Snack Foods,Regular,65.7484,0.070699313,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1174.4712,77219.6
881,FDW27,5.86,Meat,Regular,154.1314,0.151467821,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3412.8908,526033.64
882,NCQ05,11.395,Health and Hygiene,Low Fat,150.1708,0.03616416,OUT010,1998,medium,2,Tier 3,Grocery Store,300.9416,45192.64
883,FDU40,20.85,Frozen Foods,Low Fat,192.2478,0.062606583,OUT010,1998,medium,2,Tier 3,Grocery Store,387.4956,74495.18
884,DRE12,12.6,Soft Drinks,Low Fat,112.886,0.0704378,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2942.836,332204.98
885,FDX35,5.035,Breads,Regular,226.3036,0.079844043,OUT013,1987,high,3,Tier 3,Supermarket Type1,4098.6648,927542.6
886,FDD51,11.15,Dairy,Low Fat,45.0744,0.120139206,OUT049,1999,medium,2,Tier 1,Supermarket Type1,452.744,20407.16
887,FDY27,6.38,Dairy,Low Fat,178.3344,0.032028115,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3211.8192,572777.85
888,NCN06,8.39,Household,Low Fat,162.2868,0.120497266,OUT046,1997,small,1,Tier 1,Supermarket Type1,2620.5888,425286.97
889,FDR57,5.675,Snack Foods,Regular,155.5288,0.023492524,OUT035,2004,small,1,Tier 2,Supermarket Type1,1414.1592,219942.48
890,FDL32,15.7,Fruits and Vegetables,Regular,110.1544,0.122657336,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1565.9616,172497.56
891,FDW46,13.0,Snack Foods,Regular,65.9484,0.070588037,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1043.9744,68848.44
892,NCO17,12.6,Health and Hygiene,Low Fat,121.844,0.073024401,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3115.944,379659.08
893,FDR19,13.5,Fruits and Vegetables,Regular,145.3102,0.159587755,OUT013,1987,high,3,Tier 3,Supermarket Type1,729.051,105938.55
894,FDJ33,8.895,Snack Foods,Regular,125.173,0.088821765,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2956.152,370030.41
895,FDB15,10.895,Dairy,Low Fat,263.0568,0.136810742,OUT046,1997,small,1,Tier 1,Supermarket Type1,527.3136,138713.43
896,FDA52,16.2,Frozen Foods,Regular,178.437,0.128682722,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1058.622,188897.33
897,FDZ08,12.6,Fruits and Vegetables,Regular,84.1592,0.109459733,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1320.9472,111169.86
898,FDR27,15.1,Meat,Regular,131.9942,0.096644015,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3047.3666,402234.72
899,NCK42,7.475,Household,Low Fat,217.6192,0.013120028,OUT046,1997,small,1,Tier 1,Supermarket Type1,1725.7536,375557.12
900,FDZ12,12.6,Baking Goods,Low Fat,144.847,0.0,OUT019,1985,small,1,Tier 1,Grocery Store,143.147,20734.41
901,FDM60,10.8,Baking Goods,Regular,41.5138,0.048339408,OUT018,2009,medium,2,Tier 3,Supermarket Type2,446.7518,18546.36
902,NCI31,20.0,Others,Low Fat,35.019,0.08165845,OUT018,2009,medium,2,Tier 3,Supermarket Type2,585.904,20517.77
903,FDX39,14.3,Meat,Regular,210.3586,0.04975339,OUT049,1999,medium,2,Tier 1,Supermarket Type1,6331.758,1331939.75
904,NCV05,10.1,Health and Hygiene,Low Fat,153.4656,0.030379382,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1853.5872,284461.87
905,FDX16,17.85,Frozen Foods,Low Fat,149.105,0.065810045,OUT046,1997,small,1,Tier 1,Supermarket Type1,2247.075,335050.12
906,DRK12,9.5,Soft Drinks,Low Fat,32.89,0.0,OUT010,1998,medium,2,Tier 3,Grocery Store,33.29,1094.91
907,NCA05,20.75,Health and Hygiene,Low Fat,146.6734,0.025272781,OUT017,2007,medium,2,Tier 2,Supermarket Type1,445.4202,65331.3
908,DRG51,12.1,Dairy,Low Fat,164.6526,0.019314961,OUT010,1998,medium,2,Tier 3,Grocery Store,657.8104,108310.19
909,NCR30,20.6,Household,Low Fat,74.4696,0.071282168,OUT018,2009,medium,2,Tier 3,Supermarket Type2,223.7088,16659.5
910,NCE31,7.67,Household,Low Fat,33.1216,0.184843579,OUT046,1997,small,1,Tier 1,Supermarket Type1,727.0536,24081.18
911,FDM56,12.6,Fruits and Vegetables,Low Fat,111.1912,0.122896411,OUT019,1985,small,1,Tier 1,Grocery Store,218.3824,24282.2
912,FDP24,20.6,Baking Goods,Low Fat,119.5756,0.082935004,OUT013,1987,high,3,Tier 3,Supermarket Type1,2665.8632,318772.19
913,DRM37,15.35,Soft Drinks,Low Fat,196.6768,0.161350176,OUT010,1998,medium,2,Tier 3,Grocery Store,591.2304,116281.3
914,FDN56,5.46,Fruits and Vegetables,Regular,142.6786,0.106968096,OUT013,1987,high,3,Tier 3,Supermarket Type1,2311.6576,329824.07
915,DRE60,9.395,Soft Drinks,Low Fat,224.772,0.159582185,OUT049,1999,medium,2,Tier 1,Supermarket Type1,7017.532,1577344.7
916,FDW49,12.6,Canned,Low Fat,180.6002,0.14453827,OUT019,1985,small,1,Tier 1,Grocery Store,895.501,161727.66
917,FDM20,10.0,Fruits and Vegetables,Low Fat,243.8144,0.038685802,OUT046,1997,small,1,Tier 1,Supermarket Type1,4655.2736,1135022.74
918,FDK15,12.6,Meat,Low Fat,98.2042,0.172309903,OUT019,1985,small,1,Tier 1,Grocery Store,198.4084,19484.54
919,FDK48,7.445,Baking Goods,Low Fat,73.3354,0.037690731,OUT049,1999,medium,2,Tier 1,Supermarket Type1,451.4124,33104.51
920,FDO49,12.6,Breakfast,Regular,49.7008,0.05787008,OUT019,1985,small,1,Tier 1,Grocery Store,50.6008,2514.9
921,FDC09,15.5,Fruits and Vegetables,Regular,102.1332,0.026409147,OUT018,2009,medium,2,Tier 3,Supermarket Type2,615.1992,62832.26
922,NCZ41,19.85,Health and Hygiene,Low Fat,126.1704,0.064367627,OUT013,1987,high,3,Tier 3,Supermarket Type1,876.1928,110549.6
923,FDP19,11.5,Fruits and Vegetables,Low Fat,128.1652,0.173516063,OUT046,1997,small,1,Tier 1,Supermarket Type1,2454.1388,314535.19
924,FDQ24,12.6,Baking Goods,Low Fat,250.4724,0.12898088,OUT019,1985,small,1,Tier 1,Grocery Store,251.6724,63036.99
925,DRL11,10.5,Hard Drinks,Low Fat,159.0946,0.048115543,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4102.6596,652710.99
926,FDO36,19.7,Baking Goods,Low Fat,177.766,0.077899109,OUT035,2004,small,1,Tier 2,Supermarket Type1,2696.49,479344.24
927,FDN52,12.6,Frozen Foods,Regular,86.9198,0.13093275,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1569.9564,136460.3
928,FDF21,10.3,Fruits and Vegetables,Regular,188.653,0.098464979,OUT010,1998,medium,2,Tier 3,Grocery Store,189.753,35797.47
929,FDU40,20.85,Frozen Foods,Low Fat,192.7478,0.037372847,OUT013,1987,high,3,Tier 3,Supermarket Type1,3099.9648,597511.4
930,FDS51,13.35,Meat,Low Fat,61.4194,0.032230526,OUT049,1999,medium,2,Tier 1,Supermarket Type1,743.0328,45636.63
931,FDE45,12.1,Fruits and Vegetables,Low Fat,177.8002,0.040357315,OUT046,1997,small,1,Tier 1,Supermarket Type1,1611.9018,286596.46
932,FDX50,20.1,Dairy,Low Fat,108.7228,0.07461309,OUT035,2004,small,1,Tier 2,Supermarket Type1,1215.7508,132179.83
933,NCN14,12.6,Others,Low Fat,184.2608,0.160936178,OUT019,1985,small,1,Tier 1,Grocery Store,367.5216,67719.82
934,FDQ21,21.25,Snack Foods,Low Fat,120.8756,0.019502354,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3150.5656,380826.51
935,FDV57,12.6,Snack Foods,Regular,181.766,0.065577449,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7370.406,1339689.22
936,FDB44,6.655,Fruits and Vegetables,Low Fat,209.2586,0.016944719,OUT013,1987,high,3,Tier 3,Supermarket Type1,2954.8204,618321.58
937,FDG52,13.65,Frozen Foods,Low Fat,47.7402,0.065576228,OUT013,1987,high,3,Tier 3,Supermarket Type1,643.1628,30704.72
938,FDL38,12.6,Canned,Regular,88.4172,0.02579577,OUT019,1985,small,1,Tier 1,Grocery Store,89.2172,7888.34
